parsed_duration,parsed_name,parsed_objectives,parsed_price,parsed_sku,parsed_url,processed_duration,processed_price
2 jours - 14 h,Formation : Réussir dans sa fonction d’Office Manager,"<div id=""objectifs1"" class=""collapse in collapsed-xs"">
                                                <ul>
<li>Maîtriser les compétences clés du poste d’Office Manager</li>
<li>Situer et asseoir sa position auprès des managers et des autres assistantes</li>
<li>Savoir motiver son équipe sans pour autant en être « Le » responsable hiérarchique direct</li>
</ul>
                                            </div>",1 300 €,RC58,https://www.comundi.fr/formation-expertise-metier-1/formation-reussir-dans-sa-fonction-d-office-manager.html,14,1300
2 jours - 14 h,Formation : Manager une équipe d'assistant(e)s,"<div id=""objectifs1"" class=""collapse in collapsed-xs"">
                                                <ul>
<li>Prendre ses fonctions de manager et trouver sa place au sein de l’équipe</li>
<li>Maitriser les fondamentaux du management</li>
<li>Communiquer et valoriser l’esprit d’équipe</li>
</ul>
                                            </div>",1 300 €,4355,https://www.comundi.fr/formation-expertise-metier-1/formation-manager-une-equipe-d-assistant-e-s.html,14,1300
2 jours - 14 h,Formation : Etre le copilote de son manager,"<div id=""objectifs1"" class=""collapse in collapsed-xs"">
                                                <ul>
<li>Apprendre à cerner le profil de son manager</li>
<li>Devenir force de proposition</li>
<li>Relayer votre manager dans l'urgence et faciliter sa prise de décision au quotidien</li>
</ul>
                                            </div>",1 300 €,CB02,https://www.comundi.fr/formation-expertise-metier-1/formation-etre-le-copilote-de-son-manager.html,14,1300
2 jours - 14 h,Formation : Assistant(e) de direction,"<div id=""objectifs1"" class=""collapse in collapsed-xs"">
                                                <ul>
<li>Mieux fonctionner en binôme avec son manager</li>
<li>Instaurer un mode d'organisation à forte valeur ajoutée</li>
<li>Prendre de la hauteur et dynamiser sa fonction</li>
</ul>
                                            </div>",1 300 €,VO27,https://www.comundi.fr/formation-expertise-metier-1/formation-assistant-e-de-direction.html,14,1300
2 jours - 14 h,Formation : Assistant(e) 2.0,"<div id=""objectifs1"" class=""collapse in collapsed-xs"">
                                                <ul>
<li>Maîtriser les principaux outils de communication propres au web et aux réseaux sociaux</li>
<li>Développer les bons réflexes et acquérir les bonnes pratiques du digital</li>
<li>Gagner en efficacité avec les outils du 2.0</li>
</ul>
                                            </div>",1 300 €,2947,https://www.comundi.fr/formation-expertise-metier-1/formation-assistant-e-2-0.html,14,1300
2 jours - 14 h,Formation : Réussir une vente complexe,"<div id=""objectifs1"" class=""collapse in collapsed-xs"">
                                                <ul><li>Avoir une vision globale des enjeux, des contraintes, et des points de passage obligés pour réussir une vente complexe
</li><li>Affirmer son leadership pour élaborer et déployer des solutions à forte valeur ajoutée
</li><li>Maîtriser les stratégies de soutenance pour convaincre des groupes de décideurs</li></ul>
                                            </div>",1 595 €,DS21,https://www.comundi.fr/formation-ventes-de-haut-niveau/formation-reussir-une-vente-complexe.html,14,1595
2 jours - 14 h,Formation : Stratégie de communication 360°,"<div id=""objectifs1"" class=""collapse in collapsed-xs"">
                                                <ul><li>Se positionner en conseiller à forte valeur ajoutée pour concevoir une stratégie de communication globale
</li><li>Maîtriser les étapes d'un audit de communication
</li><li>Piloter et évaluer votre stratégie de communication de manière performante</li></ul>
                                            </div>",1 595 €,DU31,https://www.comundi.fr/formation-strategies-de-communication-et-pilotage/formation-strategie-de-communication-3600.html,14,1595
2 jours - 14 h,Formation : Prospective et grandes tendances de communication,"<div id=""objectifs1"" class=""collapse in collapsed-xs"">
                                                <ul>
<li>Décrypter les nouveaux comportements et attentes des consommateurs face aux marques</li>
<li>Intégrer l'évolution du paysage média dans sa stratégie de marque</li>
<li>Construire une relation privilégiée et susciter l'engagement de ses clients</li>
</ul>
                                            </div>",1 895 €,AX01,https://www.comundi.fr/formation-strategies-de-communication-et-pilotage/formation-prospective-et-grandes-tendances-de-communication.html,14,1895
2 jours - 14 h,Formation : Plans de communication 360°,"<div id=""objectifs1"" class=""collapse in collapsed-xs"">
                                                <ul>
<li>Concevoir son plan de communication</li>
<li>Justifier ses choix stratégiques et son budget, évaluer les résultats</li>
<li>Intégrer internet à ses plans de communication</li>
</ul>
                                            </div>",1 895 €,DU33,https://www.comundi.fr/formation-strategies-de-communication-et-pilotage/formation-plans-de-communication-3600.html,14,1895
2 jours - 14 h,Formation : Management et leadership pour le service communication,"<div id=""objectifs1"" class=""collapse in collapsed-xs"">
                                                <ul>
<li>S'adapter et accompagner les changements pour les professionnels de la communication</li>
<li> Asseoir son leadership et valoriser en interne les actions de la communication</li>
<li> Acquérir les compétences clés du management de demain dans la communication</li>
</ul>
                                            </div>",1 595 €,5073,https://www.comundi.fr/formation-strategies-de-communication-et-pilotage/formation-management-et-leadership-pour-le-service-communication.html,14,1595
2 jours - 14 h,Formation : Evaluer l'efficacité de ses actions de communication,"<div id=""objectifs1"" class=""collapse in collapsed-xs"">
                                                <ul><li>Systématiser l'évaluation de vos actions de communication
</li><li>Définir les indicateurs clé de performance de toutes ses actions de communication : externes et internes, média et hors-média
</li><li>Concevoir un dispositif de mesure adapté à ses besoins</li></ul>
                                            </div>",1 595 €,DU28,https://www.comundi.fr/formation-strategies-de-communication-et-pilotage/formation-evaluer-l-efficacite-de-ses-actions-de-communication.html,14,1595
1 jour - 7 h,Formation : Développer une communication digitale efficace,"<div id=""objectifs1"" class=""collapse in collapsed-xs"">
                                                <ul><li>Bâtir une stratégie et un plan d'action de communication digitale efficace 
</li><li>Arbitrer efficacement les investissements entre les leviers de communication digitale
</li><li>Comprendre le pilotage de vos campagnes digitale et leur optimisation ROI</li></ul>
                                            </div>",995 €,2469,https://www.comundi.fr/formation-digital-marketing-communication/formation-developper-une-communication-digitale-efficace.html,7,995
2 jours - 14 h,Formation : Chef de projet communication,"<div id=""objectifs1"" class=""collapse in collapsed-xs"">
                                                <ul>
<li>Endosser le rôle de chef(fe) de projet : maîtriser les phases de conception d'un projet omnicanal (print/digital/réseaux sociaux) </li>
<li>Définir les objectifs, priorités, cibles et moyens nécessaires</li>
<li>Piloter l'équipe impliquée dans le projet et optimiser le travail d'équipe : en interne, en agence ou avec les free lance</li>
</ul>
                                            </div>",1 595 €,5111,https://www.comundi.fr/formation-metiers-de-la-communication/formation-chef-de-projet-communication.html,14,1595
2 jours - 14 h,Formation : Assistant(e) gestion de projet,"<div id=""objectifs1"" class=""collapse in collapsed-xs"">
                                                <ul>
<li>Connaître les fondamentaux et les démarches de la gestion de projet</li>
<li>Maîtriser les outils de pilotage pour assurer le suivi du projet</li>
<li>Contribuer efficacement à la réussite du projet et construire un binôme efficace avec le chef de projet</li>
</ul>
                                            </div>",1 300 €,4569,https://www.comundi.fr/formation-expertise-metier-1/formation-assistant-e-gestion-de-projet.html,14,1300
2 jours - 14 h,Formation : Brand content,"<div id=""objectifs1"" class=""collapse in collapsed-xs"">
                                                <ul>
<li>Intégrer les leviers d'action du brand content</li>
<li>Coordonner sa stratégie de contenus de marque avec sa stratégie globale</li>
<li>Evaluer la performance de sa démarche dans l'ensemble de sa stratégie média</li>
</ul>
                                            </div>",1 595 €,MH06,https://www.comundi.fr/formation-strategie-de-contenu/formation-brand-content.html,14,1595
